Date	Pilar	RioCuarto	MarcosJuarez	LaFlorida
8/23/1989	0	0.379	0	0
8/24/1989	0	2.762	6.057	0
8/25/1989	0	0.478	0	0
8/26/1989	5.969	0	0	0.562
8/27/1989	0	0	0	0
8/28/1989	0	0	0	0
8/29/1989	0	0	0	0
8/30/1989	0	0	0	0
8/31/1989	0	0	0	0
9/1/1989	0	0	0	0
9/2/1989	0	0	0	0
9/3/1989	0	0	0	0
9/4/1989	0	0	0	1.155
9/5/1989	0	0	0	0
9/6/1989	0	0	0	0
9/7/1989	0	0	0	0
9/8/1989	0	0	0	0
9/9/1989	0	0	0	0.033
9/10/1989	0	2.656	0	0
9/11/1989	6.778	22.848	3.058	4.936
9/12/1989	0	1.008	0	1.459
9/13/1989	0.035	0	0	0
9/14/1989	0	0	0	0
9/15/1989	0	0	0	0
9/16/1989	0	0	0	0
9/17/1989	0	0	0	0
9/18/1989	0	0	0	0
9/19/1989	0	0	0	0
9/20/1989	0	0	0	0
9/21/1989	5.346	0	0	0
9/22/1989	7.555	0	14.066	1.546
9/23/1989	0	0	0	0.736
9/24/1989	0	0	0	0
9/25/1989	0	0	0	0
9/26/1989	0	0	0	0
9/27/1989	0	0	0	0
9/28/1989	0	0	0	0
9/29/1989	0	0	0	0
9/30/1989	0	0	0	0
10/1/1989	0	10.775	8.272	4.523
10/2/1989	1.077	0	0	0
10/3/1989	0	0	0	0
10/4/1989	0	0	0	5.4
10/5/1989	0	0	0	0
10/6/1989	0	9.355	6.262	0
10/7/1989	10.698	0	0	0
10/8/1989	0	0	0	0
10/9/1989	0	0	0	0
10/10/1989	0.616	0	0	0.33
10/11/1989	0	0	0	0
10/12/1989	0	0	0	0
10/13/1989	0	0	0	0
10/14/1989	0	0	0	0
10/15/1989	0	0	0	0
10/16/1989	0	0	0	0
10/17/1989	0	0	0	0
10/18/1989	0	0	0	0
10/19/1989	0	0	0	0
10/20/1989	0	0	0	0.146
10/21/1989	0	0	0	0
10/22/1989	0	0	0	0
10/23/1989	12.185	12.53	9.491	13.965
10/24/1989	13.312	28.628	30.513	19.947
10/25/1989	0	0	8.517	0
10/26/1989	0	0	0	0
10/27/1989	0	0	0	0
10/28/1989	0	0	0	0
10/29/1989	0	0	0	0
10/30/1989	0	0	0	0.27
10/31/1989	0	0	0	0
11/1/1989	0	0	0	0
11/2/1989	0	0	0	0
11/3/1989	0	0	0	0
11/4/1989	0	0	0	0
11/5/1989	0	0	0	0
11/6/1989	0	12.138	0.759	3.081
11/7/1989	22.194	0	0	5.343
11/8/1989	0	1.187	0	4.172
11/9/1989	2.806	0	1.314	1.806
11/10/1989	0	0	0	10.095
11/11/1989	21.977	45.437	43.143	32.824
11/12/1989	0	0	0	0
11/13/1989	0	0	0	0
11/14/1989	0	0	0	0
11/15/1989	0	0	0	0
11/16/1989	0	0	0	0
11/17/1989	0	0	0	0
11/18/1989	0	0	0	0
11/19/1989	0	5.199	0	2.425
11/20/1989	0	0	0	3.532
11/21/1989	0	0	0	0
11/22/1989	0	0	5.308	0
11/23/1989	0	0	0	9.032
11/24/1989	0	0	0	0
11/25/1989	0	0	0	0
11/26/1989	1.633	1.076	0	1.801
11/27/1989	0	0	0	0
11/28/1989	0	0	0	0
11/29/1989	0	0	0	0
11/30/1989	0	7.275	0	0.453
12/1/1989	4.036	23.567	7.284	11.653
12/2/1989	0	0	0	0
12/3/1989	7.883	2.116	7.324	8.934
12/4/1989	0	0	0	0
12/5/1989	4.036	7.074	0.408	2.826
12/6/1989	15.251	7.214	25.18	2.994
12/7/1989	0	2.529	0	1.058
12/8/1989	10.684	5.79	19.418	23.546
12/9/1989	9.17	19.952	13.032	13.911
12/10/1989	3.55	0.931	0	5.499
12/11/1989	26.285	28.35	21.072	30.895
12/12/1989	0	0	0	1.073
12/13/1989	35.94	14.043	29.265	22.331
12/14/1989	0	0	0	0
12/15/1989	0	0	0	0
12/16/1989	0	0	0	0
12/17/1989	0	0	0	0
12/18/1989	0	0	0	0
12/19/1989	0	0	0	0
12/20/1989	0	0	0	0
12/21/1989	0	0	0	0
12/22/1989	0	0	0	0
12/23/1989	0	0	0	0
12/24/1989	0	0	0	0
12/25/1989	0	0	0	0
12/26/1989	0	0	0	0
12/27/1989	0	0	0	0
12/28/1989	0	0	0	0
12/29/1989	0	0	0	0
12/30/1989	0	0	0	0
12/31/1989	0	0	0	0
1/1/1990	0	0	0	2.98
1/2/1990	0	0	0	0
1/3/1990	0	0	0	0
1/4/1990	0	0	0	0
1/5/1990	0	0	0	0
1/6/1990	0	0	0	0
1/7/1990	0	0	0	0
1/8/1990	3.149	0	0	0
1/9/1990	0	0	0	0
1/10/1990	0	0	0	0
1/11/1990	0	0	0	0
1/12/1990	8.492	10.338	3.276	11.407
1/13/1990	41.074	0.323	7.21	9.75
1/14/1990	0	0	0	0
1/15/1990	0	0	0	0
1/16/1990	0	0.865	0	0
1/17/1990	25.28	0	0	10.926
1/18/1990	0	0	0	0
1/19/1990	0	0	0	0
1/20/1990	0	0	0	0
1/21/1990	0	0	0	0
1/22/1990	0	0	0	11.691
1/23/1990	16.683	2.361	2.967	10.827
1/24/1990	0	0	0	0
1/25/1990	0	0	0	0
1/26/1990	0	0	0	0
1/27/1990	5.093	11.687	8.803	18.346
1/28/1990	45.943	40.897	34.47	31.659
1/29/1990	8.427	0	4.173	0
1/30/1990	21.039	14.173	51.438	3.42
1/31/1990	3.259	4.861	0	9.657
2/1/1990	8.187	0	0	1.912
2/2/1990	24.627	8.074	57.31	6.726
2/3/1990	4.719	0	12.86	0
2/4/1990	0	0	0	0
2/5/1990	0	0	15.026	0
2/6/1990	0	0	12.826	1.408
2/7/1990	21.595	0	2.214	0
2/8/1990	22.265	29.729	9.838	18.665
2/9/1990	1.503	0	0.438	0
2/10/1990	0	0	0	0
2/11/1990	3.145	8.235	5.569	4.88
2/12/1990	7.034	1.183	1.337	5.676
2/13/1990	0.787	0	0	3.214
2/14/1990	0	0	0	0
2/15/1990	0	0	0	0
2/16/1990	0	0	0	0
2/17/1990	0	0	0	0
2/18/1990	2.768	0	0	0
2/19/1990	0	0.318	0	0
2/20/1990	0	5.374	0	0
2/21/1990	8.86	7.439	9.455	6.422
2/22/1990	0	0	0	0
2/23/1990	0	0	0	0
2/24/1990	0	0	3.31	0.39
2/25/1990	0	0	0	0
2/26/1990	0	0	0	0
2/27/1990	0	0	0	0
2/28/1990	0	0	0	0
3/1/1990	0	0	0	0
3/2/1990	0	0	0	0
3/3/1990	0	0	0	0
3/4/1990	0	1.04	8.65	0
3/5/1990	4.712	36.525	73.958	14.333
3/6/1990	0	0	0	0
3/7/1990	0	0	0	0
3/8/1990	0	0	0	0
3/9/1990	10.427	8.663	16.128	24.658
3/10/1990	0	0	0	0
3/11/1990	0	0	0	0
3/12/1990	0	0	0	0
3/13/1990	0	0	0	0.384
3/14/1990	0	11.054	0	17.683
3/15/1990	0	14.908	0	10.191
3/16/1990	0	0	0	0
3/17/1990	0	0	0	0
3/18/1990	0	0	0	0
3/19/1990	50.924	0	0	0
3/20/1990	5.192	0	1.145	0
3/21/1990	0	0	0	0
3/22/1990	0	0.876	0	14.112
3/23/1990	52.075	34.389	0	7.7
3/24/1990	0	0	0	0
3/25/1990	0	39.254	0	56.805
3/26/1990	0	0	0	10.232
3/27/1990	0	0	0	0
3/28/1990	0	0	0	0
3/29/1990	0	0	0	0
3/30/1990	0	7.746	0	0
3/31/1990	0	0	0	0
4/1/1990	0	0	0	0
4/2/1990	0	0	0	0
4/3/1990	0	0.754	0	2.215
4/4/1990	0	0	0	0
4/5/1990	0	0	0	0.674
4/6/1990	5.297	0	0	0
4/7/1990	0	0	0	0
4/8/1990	0	0	0	0
4/9/1990	0	0	0	0
4/10/1990	0	0	0	0
4/11/1990	0	0	0	0
4/12/1990	0	0	0	0
4/13/1990	0	0	0	0
4/14/1990	0	0	0	0
4/15/1990	5.027	0	0.296	1.295
4/16/1990	3.189	24.244	39.193	5.001
4/17/1990	0.444	0	0	0
4/18/1990	0	0	0	0
4/19/1990	0	0	1.234	0
4/20/1990	0	13.648	0	2.665
4/21/1990	0	0	0	0
4/22/1990	6.492	0	27.126	0
4/23/1990	0	0	0	0
4/24/1990	0	0	0	0
4/25/1990	0	0	0	0
4/26/1990	0	0	0	0
4/27/1990	0	0	0	0
4/28/1990	0	0	0	0
4/29/1990	0	0	0	0
4/30/1990	0	0	0	0
5/1/1990	0	0	0	0
5/2/1990	2.277	0	0	0.153
5/3/1990	0	3.566	0.882	1.528
5/4/1990	0	2.311	0.68	1.895
5/5/1990	0	0	3.221	0
5/6/1990	0	0	0	0
5/7/1990	0	0	0	0
5/8/1990	0	0	0	0
5/9/1990	1.92	9.523	5.028	4.43
5/10/1990	0	0	0.697	0
5/11/1990	0	0	0	0.153
5/12/1990	0	5.971	8.012	0
5/13/1990	0	0	9.232	0
5/14/1990	0	0	0	0
5/15/1990	0	0	0	0
5/16/1990	0	0	0	0
5/17/1990	0	0	0	0
5/18/1990	0	0	0	0
5/19/1990	0	0	0	0
5/20/1990	0	0	0	0
5/21/1990	0	0	0	0
5/22/1990	0	0	0	0
5/23/1990	0	0	0	0
5/24/1990	1.591	2.982	0	0
5/25/1990	0	0.178	0.503	3.003
5/26/1990	12.075	0	0	0.142
5/27/1990	0.538	0	0	0
5/28/1990	0	0	3.473	4.191
5/29/1990	0.202	0	9.581	0
5/30/1990	0	25.901	0.734	7.328
5/31/1990	0	0	4.804	0
6/1/1990	0	0.376	0	0.14
6/2/1990	0.13	0.788	0.631	0.628
6/3/1990	0	0	0	0
6/4/1990	0	0.682	0.351	0.508
6/5/1990	0	0	0	0
6/6/1990	0	0	0	0
6/7/1990	0	0	0	0
6/8/1990	0	0	0	0
6/9/1990	0	0	0	0
6/10/1990	0	0	0	0
6/11/1990	0	0	0	0
6/12/1990	0	0	0	0
6/13/1990	0.31	0	0	0
6/14/1990	0	0.338	1.893	0.004
6/15/1990	0.067	0	0	0
6/16/1990	0	0	0	0
6/17/1990	0	0	0	0
6/18/1990	0	0	0	0
6/19/1990	0.462	0	0	0
6/20/1990	0.631	0	0	0
6/21/1990	0.183	1.165	1.756	0.122
6/22/1990	0.101	0.227	1.7	0.923
6/23/1990	0	0.645	1.475	0.293
6/24/1990	0	0.075	0	0
6/25/1990	0.053	0	0	0
6/26/1990	0	0.512	0	0.047
6/27/1990	0	0	0	0
6/28/1990	0	1.568	0	0.216
6/29/1990	0	0	0	0
6/30/1990	4.61	0	0.358	0
7/1/1990	0	1.641	0	0.802
7/2/1990	0.211	0	0.102	0
7/3/1990	0	0	0	0
7/4/1990	0	0	0	0
7/5/1990	0	0	0	0
7/6/1990	0	0	0	0
7/7/1990	0	0	0	1.017
7/8/1990	10.456	7.341	22.18	4.986
7/9/1990	0	0	0	0
7/10/1990	0	2.268	0	0
7/11/1990	0	0	0	0
7/12/1990	0	0	0	0
7/13/1990	0	0	0	0.013
7/14/1990	0.472	2.328	1.164	2.133
7/15/1990	1.184	2.617	10.083	1.016
7/16/1990	0	0	2.524	0
7/17/1990	0	0	0	0
7/18/1990	0	0	0	0
7/19/1990	0	0	0	0
7/20/1990	0	0.22	0	0
7/21/1990	3.958	0	0	0
7/22/1990	0	0	0	0
7/23/1990	0	0	0	0
7/24/1990	0	0	0	0
7/25/1990	0	0	0	0
7/26/1990	0	0	0	0
7/27/1990	0	0	0	0
7/28/1990	0	0	0	0
7/29/1990	0	0	0	0
7/30/1990	0	0.942	0	0
7/31/1990	0	0.472	0.593	0.968
8/1/1990	0	0	0	0
8/2/1990	0.099	0	0	0.037
8/3/1990	0	0	0	0
8/4/1990	0	0	0	0
8/5/1990	0	2.083	0.509	0.139
8/6/1990	0	0.429	0.177	0.172
8/7/1990	2.844	1.898	7.037	1.077
8/8/1990	0	0	0.368	0.221
8/9/1990	0	0	0	0
8/10/1990	0	0	0.088	0
8/11/1990	0	0	0	0
8/12/1990	0	0	0	0
8/13/1990	0	0	0	0
8/14/1990	0	0.634	0.099	1.198
8/15/1990	0	0	0	0
8/16/1990	0	0	0	0
8/17/1990	0	0	0	0
8/18/1990	0	0	0	0
8/19/1990	0	0	0	0
8/20/1990	0	0	0	0
8/21/1990	0	0	0	0
8/22/1990	0	0	0	0
8/23/1990	0	0	0	0
8/24/1990	0	0	0	0
8/25/1990	0	0	0	0
8/26/1990	0	0.75	1.583	0.213
8/27/1990	0.47	0.203	0	0
8/28/1990	0	0	0	0
8/29/1990	0	0	0	0
8/30/1990	0	0	0	0
8/31/1990	3.811	2.464	1.292	0.812
9/1/1990	0	0	0	0
9/2/1990	1.812	0	0	0.692
9/3/1990	0	0	0	0
9/4/1990	0	5.039	0	0.64
9/5/1990	0	0.176	0	0
9/6/1990	2.044	3.416	4.28	0.263
9/7/1990	0	0	0	0
9/8/1990	2.724	7.123	8.391	0.991
9/9/1990	0.226	2.48	4.466	1.021
9/10/1990	2.737	1.822	5.145	0.259
9/11/1990	0	0	0	0
9/12/1990	0	0	0	0
9/13/1990	0	0	0	0
9/14/1990	0	0	0	0
9/15/1990	0	0	0	0
9/16/1990	0	0	0	0
9/17/1990	4.011	6.056	3.939	0.867
9/18/1990	0	0	3.939	0
9/19/1990	0	0.335	0	0
9/20/1990	0	0	0	0
9/21/1990	0	0	0	0
9/22/1990	0	0	0	0
9/23/1990	0	0	0	0
9/24/1990	0	0	0	0
9/25/1990	0	0	0	0
9/26/1990	0	0	0	0
9/27/1990	0	0	0	0
9/28/1990	15.89	8.412	5.031	10.07
9/29/1990	0	0	0	0
9/30/1990	0	0	0	0
10/1/1990	0	0	0	0
10/2/1990	0	0	0	1.662
10/3/1990	0	22.219	10.076	21.01
10/4/1990	12.857	8.873	26.175	0
10/5/1990	14.691	25.209	30.228	15.654
10/6/1990	27.264	22.602	0	26.324
10/7/1990	0.437	31.414	43.236	8.787
10/8/1990	0	0	0	0
10/9/1990	0	0	0	0
10/10/1990	0	0	0	0
10/11/1990	0	0	6.142	0
10/12/1990	0	0	0	0
10/13/1990	0	0	0	0
10/14/1990	0	0	0	0
10/15/1990	0	0	0	0
10/16/1990	0	0	0	0
10/17/1990	0	0	0	0
10/18/1990	0	0	0	0
10/19/1990	0	0	0	0
10/20/1990	0	0	0	0
10/21/1990	0	0	0	0
10/22/1990	0	4.337	0	0
10/23/1990	23.714	7.035	0	0
10/24/1990	0	0	0	0
10/25/1990	0	0	0	0.459
10/26/1990	0	0	0	0
10/27/1990	10.481	0	5.057	0
10/28/1990	0	0	0	0
10/29/1990	0	3.67	0	0
10/30/1990	0	0	14.241	0
10/31/1990	3.875	19.487	18.86	28.202
11/1/1990	0	0	0	0
11/2/1990	0	0	0	0
11/3/1990	0	7.186	3.747	0
11/4/1990	7.8	0	0	0
11/5/1990	0	0	0	0
11/6/1990	0	0	0	0
11/7/1990	0	0	0	0
11/8/1990	0	0	0	0
11/9/1990	0.54	0.015	0.357	0.151
11/10/1990	0	0	1.181	0
11/11/1990	0	0	0	0
11/12/1990	0	0	0	0
11/13/1990	5.046	0	0	0
11/14/1990	1.443	0	0	0
11/15/1990	14.956	0.45	28.046	0
11/16/1990	2.976	0	0	4.51
11/17/1990	1.089	0	0	0
11/18/1990	0	0	0	0
11/19/1990	0	45.282	41.612	15.814
11/20/1990	16.813	23.157	39.363	15.552
11/21/1990	0	0	0	0
11/22/1990	0	0	0	0
11/23/1990	0	0.104	0	0.041
11/24/1990	13.582	7.35	3.763	10.915
11/25/1990	3.153	7.189	0.296	2.522
11/26/1990	25.666	24.544	31.473	24.01
11/27/1990	0	0	0	0
11/28/1990	0	0	0	0
11/29/1990	0	0	0	0
11/30/1990	0	4.695	1.449	7.926
12/1/1990	0	0	0	0
12/2/1990	0	0	0	0
12/3/1990	0	0	0	0
12/4/1990	0	0	0	0
12/5/1990	0	0	0	0
12/6/1990	36.567	3.53	23.484	0
12/7/1990	0	0	0	0
12/8/1990	0	0	0	0
12/9/1990	3.08	7.623	18.947	22.393
12/10/1990	0	0	0	10.897
12/11/1990	0	0	0	0
12/12/1990	0	0	0.665	3.431
12/13/1990	0	0	0	0
12/14/1990	0	0	0	0
12/15/1990	0	0	0	0
12/16/1990	0	0.26	0	0
12/17/1990	7.961	0	0	0
12/18/1990	0	0	0	0
12/19/1990	0	0	0	0
12/20/1990	0	0	0	0
12/21/1990	15.1	21.852	12.225	1.304
12/22/1990	52.787	31.669	54.792	37.748
12/23/1990	0	0	0	0
12/24/1990	0	0	0	0
12/25/1990	0	0	0	0
12/26/1990	0	0	0	0
12/27/1990	12.168	13.756	27.491	19.851
12/28/1990	0	0	0	0
12/29/1990	0	0	0	0
12/30/1990	0	0	0	0
12/31/1990	0	0	0	0
1/1/1991	6.203	32.307	31.187	6.255
1/2/1991	14.49	1.673	0	1.356
1/3/1991	0	0	0	5.505
1/4/1991	0.388	0	16.993	0
1/5/1991	0	12.408	0	3.574
1/6/1991	0	40.472	13.843	26.15
1/7/1991	0	0	0	0
1/8/1991	1.993	7.566	7.485	0
1/9/1991	19.4	27.875	22.102	22.769
1/10/1991	0	0	0	0
1/11/1991	0	0	0	0
1/12/1991	0	0	0	0
1/13/1991	0	0	0	0
1/14/1991	0	0	0	0
1/15/1991	0	0	0.186	0
1/16/1991	0	0	0	0
1/17/1991	0	0	0	0
1/18/1991	0	0	0	0
1/19/1991	0	0	0	0
1/20/1991	0	0	0	0
1/21/1991	11.953	13.52	27.284	4.788
1/22/1991	0	0	0	0
1/23/1991	0	0	0	0
1/24/1991	7.006	14.015	12.165	18.359
1/25/1991	0	0	0	0
1/26/1991	0	0	0	0
1/27/1991	0	0	0	0
1/28/1991	0	0	0	0
1/29/1991	53.102	24.14	26.586	29.96
1/30/1991	0	0	0	0
1/31/1991	0	0	0	0
2/1/1991	0	0	0	0
2/2/1991	0	19.374	18.41	25.629
2/3/1991	0	0	0	0
2/4/1991	0	23.706	0	0
2/5/1991	0	0	0	0
2/6/1991	0	0	0	0
2/7/1991	0	0	0	0
2/8/1991	0.21	7.761	0	21.069
2/9/1991	0	0	0	0
2/10/1991	0	8.903	0	2.943
2/11/1991	0	0	0	0
2/12/1991	0	0	0	0
2/13/1991	0	0	0	0.344
2/14/1991	0	0	0	0
2/15/1991	0	0	0	0
2/16/1991	0	0	0	0
2/17/1991	0	0	0	0
2/18/1991	0	0	0	0
2/19/1991	0	0	0	0
2/20/1991	0	0	0	0
2/21/1991	0	0	0	0
2/22/1991	0	0	0	0
2/23/1991	0	0	0	0
2/24/1991	0	0	0	0
2/25/1991	0	0	0	0
2/26/1991	0	0	0	0
2/27/1991	89.852	61.378	54.17	44.944
2/28/1991	0	0	0	0
3/1/1991	0	0	3.023	0
3/2/1991	4.581	0	7.74	0
3/3/1991	0	0	0	8.963
3/4/1991	17.732	9.789	0	0
3/5/1991	0	0	0	0
3/6/1991	0	0	0	0
3/7/1991	1.198	50.831	0	51.135
3/8/1991	0	0	0	0
3/9/1991	0	29.927	13.12	0
3/10/1991	0	0	0	0
3/11/1991	0	0	1.819	0
3/12/1991	0	0	0	0
3/13/1991	0	0	0	0
3/14/1991	0	0	0	0
3/15/1991	0	0	0	0
3/16/1991	0	0	0	0
3/17/1991	0	0	0	0
3/18/1991	0	0	0	0
3/19/1991	0	0	0	0
3/20/1991	3.805	0	14.55	0.883
3/21/1991	0	0	0	0
3/22/1991	0	0	0	0
3/23/1991	0	0	0	0
3/24/1991	0	0	0	0
3/25/1991	0	0	0	2.345
3/26/1991	0	0	0	0
3/27/1991	0	0	0	0
3/28/1991	0	0	0	0
3/29/1991	0	0	0	0
3/30/1991	0	0	0	0.593
3/31/1991	32.68	0	3.1	12.903
4/1/1991	0	0	0	0
4/2/1991	0	0	0	0
4/3/1991	0	18.987	0	12.594
4/4/1991	0	0	0	0
4/5/1991	0	0	0	0
4/6/1991	0	0.091	11.87	0.189
4/7/1991	0	0	0	0
4/8/1991	0	0	0	0
4/9/1991	0	0	0	0
4/10/1991	0	0	0	0
4/11/1991	0	0	0	0
4/12/1991	4.737	37.789	40.024	7.177
4/13/1991	0	0	0	0
4/14/1991	0	0	0	0
4/15/1991	0	0.751	0.825	0
4/16/1991	0	0.078	0	0
4/17/1991	9.877	0	1.808	6.892
4/18/1991	0	0	0	0
4/19/1991	0	0	0	0
4/20/1991	0	0	0	0
4/21/1991	25.148	3.75	14.407	1.067
4/22/1991	0	0	0	0
4/23/1991	0	0	0	0
4/24/1991	0	0	0	0
4/25/1991	0	0	0	0
4/26/1991	0	0	0	0
4/27/1991	0	0	0	0
4/28/1991	0	0	0	0
4/29/1991	0	0	0	0
4/30/1991	12.13	0	0.484	0.273
5/1/1991	13.682	0	17.758	0.895
5/2/1991	0	0	0	0
5/3/1991	0	0	0	0
5/4/1991	0	0	0	0
5/5/1991	0	0	0	0
5/6/1991	0	0	0	0
5/7/1991	0	0	0	0
5/8/1991	0	0	0	0
5/9/1991	0	0	0	0
5/10/1991	0	0	0	0
5/11/1991	1.89	6.654	0.556	2.625
5/12/1991	0	0.21	11.841	4.852
5/13/1991	0	0	0	0
5/14/1991	0	0	0	0
5/15/1991	0	0	0	0
5/16/1991	0	0	0	0
5/17/1991	0	0	0	0
5/18/1991	0	0.112	0	0
5/19/1991	0	2.028	0	0
5/20/1991	2.804	2.276	1.448	2.722
5/21/1991	0	6.992	0	0.348
5/22/1991	0	0	0	0
5/23/1991	0	0	0	0
5/24/1991	0.498	2.949	0	4.401
5/25/1991	12.093	2.083	13.71	0.402
5/26/1991	1.773	4.545	2.641	2.422
5/27/1991	1.016	0.267	1.228	0.364
5/28/1991	1.107	0.267	0	0
5/29/1991	6.942	0.089	3.273	0.648
5/30/1991	2.295	2.63	5.699	2.928
5/31/1991	0	0	0	0.683
6/1/1991	0	0	0	0
6/2/1991	0	0	0	0
6/3/1991	0	0.759	7.107	0
6/4/1991	0	0	0	0
6/5/1991	0	0	0	0
6/6/1991	0	0	0	0
6/7/1991	0	0	0	0
6/8/1991	0	0	0	0
6/9/1991	0	0	0	0
6/10/1991	0	0	0	0.584
6/11/1991	0	0	0	0
6/12/1991	0	0	0	0
6/13/1991	0	4.935	0	0.138
6/14/1991	0	0.457	0	1.305
6/15/1991	0	0	0	0
6/16/1991	0	0	0	0
6/17/1991	0	3.52	1.073	0.079
6/18/1991	4.66	5.348	17.17	2.44
6/19/1991	0	0	0	0
6/20/1991	4.437	1.524	2.368	0
6/21/1991	0	0	0	0
6/22/1991	2.755	0.892	0.914	0
6/23/1991	0	0	0	0
6/24/1991	0	2.029	0	1.104
6/25/1991	0.809	2.225	4.296	0.366
6/26/1991	4.198	4.117	4.989	1.408
6/27/1991	0	0	0	0
6/28/1991	0	0	0	0
6/29/1991	0	0	0	0
6/30/1991	0	0	0	0
7/1/1991	0	0	0	0
7/2/1991	0	0	0	0
7/3/1991	0	0	0	0
7/4/1991	0	0	0	0
7/5/1991	0	0	0	0
7/6/1991	0	0.195	0	0
7/7/1991	1.361	1.96	1.294	1.242
7/8/1991	3.598	7.363	17.643	2.588
7/9/1991	1.261	0.262	1.12	0
7/10/1991	0	0	0	0
7/11/1991	0	0	0	0
7/12/1991	0	0	0	0
7/13/1991	0.987	0.527	0	0.899
7/14/1991	0	0	0	0
7/15/1991	0	0	0	0
7/16/1991	0	1.496	0.689	0.081
7/17/1991	0	4.167	11.318	1.199
7/18/1991	2.146	0	0	0
7/19/1991	0.035	0	0	0
7/20/1991	0	0.607	0	0
7/21/1991	1.297	0	2.906	0
7/22/1991	0	0	0	0
7/23/1991	0	0	1.169	1.685
7/24/1991	0	0	0	0
7/25/1991	0	0	0	0
7/26/1991	0	0	0	0
7/27/1991	0	0	0	0
7/28/1991	0	0	0	0
7/29/1991	1.554	0	0.397	0
7/30/1991	0	0	0	0
7/31/1991	0	0	0	0
8/1/1991	0	0	0	0
8/2/1991	0	0	0	0
8/3/1991	0	0	0	0
8/4/1991	0.091	1.248	0.388	0
8/5/1991	0	0	0	0
8/6/1991	0	0	0	0
8/7/1991	0	5.035	3.205	0.248
8/8/1991	0.046	0	0	0
8/9/1991	0	0	0	0.123
8/10/1991	0	0	0	0
8/11/1991	0	0	0	0
8/12/1991	0	0	0	0
8/13/1991	0	4.094	0.404	0.051
8/14/1991	0	0	0	0
8/15/1991	3.077	2.429	3.848	0.924
8/16/1991	0	1.028	0	0
8/17/1991	0	0	0	0
8/18/1991	0	0	0	0
8/19/1991	1.992	0	0	0
8/20/1991	1.879	4.839	4.922	1.655
8/21/1991	4.747	0	9.251	0.885
8/22/1991	0.133	5.315	1.215	2.913
8/23/1991	0	0	0	0
8/24/1991	0	0	0	0
8/25/1991	0	0	0	0
8/26/1991	0.558	0	0	0
8/27/1991	0	0	0	0
8/28/1991	0	0	0	0
8/29/1991	0	0	0	0
8/30/1991	0	0.073	3.363	0
8/31/1991	0.42	0.173	3.12	2.652
9/1/1991	0	1.129	0	0
9/2/1991	0	0.828	4.578	0
9/3/1991	0	0	0	0
9/4/1991	0	0	0	0
9/5/1991	0.345	20.614	14.306	2.024
9/6/1991	1.949	0	20.434	0
9/7/1991	0	0	0	0
9/8/1991	0	0	0	0
9/9/1991	0	0	0	0
9/10/1991	0	0	0	0
9/11/1991	0	0	0	0
9/12/1991	0	0	0	0
9/13/1991	0.072	0.749	1.595	0
9/14/1991	0.774	5.591	0.501	1.076
9/15/1991	5.932	1.992	0	0.006
9/16/1991	0	0	1.127	0.336
9/17/1991	0.368	0	1.41	0
9/18/1991	0	0	0	0
9/19/1991	0	0	0	0
9/20/1991	8.47	11.761	7.321	3.473
9/21/1991	4.661	0	4.826	2.777
9/22/1991	3.67	0.336	7.835	0
9/23/1991	0	0	0	0
9/24/1991	0	0	0	0
9/25/1991	0	0	0	0
9/26/1991	0	0	0	0
9/27/1991	0	0.234	0	0
9/28/1991	0.429	0	0	0
9/29/1991	0	0	0	0
9/30/1991	0	0	0	0
10/1/1991	0	0	0	0
10/2/1991	0	0	0	0
10/3/1991	0	0.49	0	0
10/4/1991	0	0	0	0
10/5/1991	15.098	34.218	14.323	27.296
10/6/1991	3.974	0	0	0
10/7/1991	0	0	0	0
10/8/1991	0	0	0	0
10/9/1991	0	0	0	0
10/10/1991	0	0	0	0
10/11/1991	0	0	0	0
10/12/1991	0	0	0	0
10/13/1991	0	0	0	0
10/14/1991	0.232	0	3.054	0
10/15/1991	2.845	0.355	0	0
10/16/1991	0.339	0	0	0
10/17/1991	0	0	0	0
10/18/1991	0	0	0	0
10/19/1991	0	0	0	0
10/20/1991	0	0	0	0
10/21/1991	2.545	0	2.379	0
10/22/1991	1.287	0	21.128	0
10/23/1991	0	0	0	0
10/24/1991	0	0	0	0
10/25/1991	0	0	0	0
10/26/1991	0	0	0	0
10/27/1991	1.592	32.332	10.885	34.194
10/28/1991	0	0	0	0
10/29/1991	24.181	0	0	0
10/30/1991	0	0	0	0
10/31/1991	0.029	1.978	4.452	0.315
11/1/1991	0	0	0	0
11/2/1991	0	0	0	0
11/3/1991	0	0	0	0
11/4/1991	3.381	0	0	0
11/5/1991	0	6.975	6.708	10.818
11/6/1991	11.55	9.373	13.601	5.721
11/7/1991	0	0	0	0
11/8/1991	7.175	6.541	0	4.828
11/9/1991	1.536	20.505	0	19.469
11/10/1991	15.424	13.846	18.552	11.443
11/11/1991	0	0.299	0	0
11/12/1991	0	0	0	0
11/13/1991	20.617	0	0	6.536
11/14/1991	0	0	0	0
11/15/1991	0	0	0	0
11/16/1991	1.732	3.262	3.868	5.315
11/17/1991	2.212	2.3	1.551	3.165
11/18/1991	2.966	6.54	2.211	3.271
11/19/1991	0	0	0	0
11/20/1991	0	0	0	0
11/21/1991	0	0	0	0
11/22/1991	1.672	2.792	0	2.008
11/23/1991	0	2.396	0	0
11/24/1991	0	0	1.1	0
11/25/1991	0	0	0	0
